id,answer
7dd853027b5e38e65cd11d48020bd18d,中國工程院
4118829deb963df6a256958a92956116,茶葉開支
0a8c59b26a6bca0f4135458db0147543,孫堅
4a047f7b90ba895a48492ecbd041e1f7,2010年
5ed4e9758e5709a5e38bd7a2c3812801,元世祖忽必烈
42829f4621afad8a037b51ce8987a75e,1998年
ba5b79e82cb28dc791cf18f196f29a16,廷續性
a106be069e3193e4538d7ac2ea272ff0,中國內地
d0304d10ad5d9d4d7080585598eee3d2,華佗
287c7bd8e7f32775c8931abc10e7013d,奧林匹亞赫拉神廟
91218a6bde635063f01ebebd99902dea,「福爾摩沙」
1b496b891441a55a8a2a3983c33c9595,南京長江大橋
972bbfdbab5b69f965e4876df564ba63,社會觀念
d138f7fe54ac70cb275383e0d4d5a501,到少數民族地區參加考試
ebb8635f8a9786f0b4ae5823a20f82d1,崔子忠
b20ea5d771b62f8c418e103523739b64,農業為主
521fe2c187ad31e0e15159221fc11b86,不
58a49dab36bc5589133fa8d7326d4a5e,瓜達盧佩-伊達爾戈條約
67c06184200c0d94546ca2536327c6e5,196年
cd5f4d3cb8a7fcebcd618688f8a5c97f,英國標準編號6008:1980
08f760d109d955162a21932c2490a116,在美國設置時報文化基金會
ba1b1fb9bd89a76f7302b57320cc3f97,鄧小平
345ffbb13230aff3fb3e774e65017191,藉助茂密的樹木為掩護
36969632ec47dda467e8db260f256609,長安
9eaa5003af53a026c5b8d062ff2688a8,華北
c246fccb3b3f5b11c4321c6c4668703c,法國
30f43f2ad3dcf93ba8371529ee6d7312,隋
c42fe73536c6371c371bb7e14f1c904a,17世紀
b50ea1bea852b8f38083e70d8a491cde,2008年3月
5d16fbc913f85477ff18dcd79e2ddac4,凡爾賽條約
d7701c09aa0ef22581075f3d548d8624,俄國
e1c8972a04d5749cd18fe1660cc43325,第34技術委員會
3cfe538f49e5e91815a2180d4bf5c54b,中國中央電視台
6ac374a90735ed4040e322ebae43b1d9,馬拉松比賽
1e8a6d8fa01f17a9be3b8e8b492cca46,塔甘羅格灣
faf0f5f258c2cc5f1671cb63c9342b54,甲烷
520ab8c4d610aeed157bf27ccf5825c2,實行世襲領兵制
c5cf7aefce07e167b5e3370c0e4dc8c4,中國國家標準化管理委員會
f4ec823d5c39b1e51eecfaa1471f291f,俄羅斯
00be08393b8e78f8226e45d0fb376dac,通過全體共識達成，由成員自願執行
6ad2fa80497df702cd40d15132e02258,遜尼派激進基地組織
9f74d35c7466c739292e55a79f2d8a76,2007年10月30日
41a85e7a471076380967875696631fe5,中東地區
513d28e38aaa337459324437af79fc9b,最高軍事領導人
07459cf6f9169bed99d8a47156ad33f9,1949年10月1日
a05a4c4c330ffc8876f15414c0627e5f,120 GB
4a5c787f7849ec8c6efe7c0ca1a361e9,中山
62ff3e476827711513256b502471080e,標籤圖檔格式
5cbd2fdc0eca9dc240fc8ecd438786db,14所
f1280aac8a952da7ca14c729c7001dbd,穆斯林
36b35dddc15dda8f8812f1f279f313f7,美國公共領域
c7cb7d4286baed3b080a25c27610d027,哈雷區
2e3e47f0cd7e3a48bde90d324c79ca21,五權憲法
07ca2c3e2776a07c2d17a986e06e7e6b,青銅器
d79b799b4ff863fd1bd2eb85bc70daf3,九屆全國人大一次會議
85a9f3f0ce7c11e80e02b5b5d73253a0,6
702ec82f667894ed8d376095519caddf,延川縣
90b7ee5346d439902ace2332bfaf64da,洛陽
9c51640b189f65ae18e964d9937a9e11,國際氣象組織
7641e057b254d013575d93061498819b,雙重加分」
2c4cb793bd7273711658c7a84d7c5cec,曹丕
a6507d225ffd6745b38ecb55c7e7d27f,耶路撒冷
3b352acf910f76e11523c10243a64ddf,京滬高速鐵路
808eae5f9ad38273b0daa03394cde61c,479美元
cb8a0de64b797e963e11e97c33cce09d,今草
3e634092937670929f9760e798758ec2,軍法
61b8f799482e282fe5544c04312584ea,德皇威廉二世
bf0c255478c2acaffae48eb1d1903d2f,聯合國
4cd7b95c93466ef76990c6dade3e4e3f,2009年
6c3bee06c22da81597867b6a1f3a4840,沙皇彼得三世
5b41775ab9b3da5ddacb5e6be67358e4,尋求宦官的支持
866febb63283eb7bd62f778bfe1b2610,娛樂
a0dcc97e9c092cebee98ff03e073e059,1.5萬人
d2c58bf47edcee79fffce75f52d17498,知名度比較高
f98f8349ebb761ea862f5482f72c623f,儒家經學已經陷於窮究章句之僵化境地，日益不能適應現實的需要
d00c21b5fb07886183d5544859ced71d,李經楚
56411677610d21c3ca1d6c51f3a2714a,「重整分台發射台土地設施
767fb5192c0cdad82418f54e066be301,1972年
7965dc2c839bb8348289e15d264644d1,林肯近地小行星研究小組計畫
4493dba8b592fa615f08d0639bde12ef,2萬元
b1977499e29c6cee4e834859b044e4cf,2006年
1c4c3bc87eb6220a4aeacda97d42818d,麥克·泰森
36ffb5275128f470192c84f781dd8efd,彭麗媛
161a2dbfecaf0c8972e74492e30d25d9,10月24日
a5a2bb972428eba1b52ad1dd0d52030c,各級黨委
20416f59083ae96614947af70024ddcd,魯肅
352ee970f889c40ebfa65d3e45ca11f4,國家同步輻射實驗室
714e059c2a0adebf3661dd821a8fdd76,十八世紀
1dbe0a0e205fee7062c9eb08b56a4ff3,東南第一山
cf5ae6311659fe621ae00b241c8c537a,2007年
6451b08136e296a35a581c2f756418d3,亞馬遜公司
a5bf25424fba1fdf83b85fe4be5e37dc,《純全的道路》
81457cb9fd4fbf6098d15b585849586b,1934年
c8d4b9d40966d879d3f5156016ecb201,未來12個小時天氣變化
54508933cb7eeaba6d46dcc28983e096,通過國家公務員考試
6f99579cb5d73e69e7bf4928cc0fa604,西沙海戰
b0f3fa7e32fb53507a5213fac5125b3a,1986年
4bebc5ee51f0d8e107ece7e12d365b6f,1898年
fa224766f4942d6c40e0c41c3201170f,半山區
fa6f58fe6755ec816fd49d52ca8ac2e6,自由性
6193b1a91fe147cbf55b32d5ec5139c5,下薩克森邦
fe765576eae6a258795423f100a05236,長官公署所屬各處室所設的27家公司
3d1ebfb05f6588be1587d51392e0c492,巴西國旗色
31c266b80c850a138a7669e4fc4b058a,大陸法系源自葡萄牙
9c889d788e8b9bdc78f3447573781baa,「中華全國總工會
b9a1db81ea766329f69f7b165d19992a,一級行政區
2258da4122be27124bf77cf8c2e48069,1934年
98366d2d69d3e02c9e4e38bdeed1ab22,政府軍
cd2e153522b8ee00f38547693a367946,致公黨第三次代表大會
143b87ee29a016e98f86814af1b045c2,1968年
69cec1a49af750941f43c8988a6c1305,環球唱片
ec2c0a7c24ad65cbf1f581efca31cb54,劉備去世後
9d192637159761451e48a35f88dc0d76,保加利亞
d6caa170877795be542bc406c88fb907,司馬懿
1c2a632ae6d50e01e50976dc4d8ec7e6,2006年
cfe28c26e849df922e2931f1002145e7,25.9%
e16906ec74129634f0fffc3923d33bdd,蔣楷
fae4ca4d5c2d67037a3834b71226ceeb,中華人民共和國
6b7890a696fa2daf0bc026ba366d710f,深圳
2f8cf8e77c1e4a7204a742e6a617d965,784年
c056a173477d144a186825fd81d1cd11,2011年
dedd3926948fad149a1a272638bc7058,第二十六屆
dc38644e0de1275ac66ee4b1e2a0ed70,非均質層
956107d698a7143075a0d654e908d012,1912年2月14日
516a18e3e4ae7764b7401aa55bfec0b0,團結進步委員會
070375bff3e970c22390a505494389b1,1923年
a68fa64eda70b3084300a1ebfd4b9ef1,有興奮劑陽性史
22723c4ed32288e3f7d17acf60be1112,蔣介石憂心一旦三大艦隊「相通」後，對台灣形成夾擊包圍
7e01eb8c7ce8cddfd1c8f35daf51ff0b,七名委員輪流擔任
dad84f95a2d7a705eaffcc62aba603d8,唐代
02a9c0b4c998de4ada88f1247fa1e530,1999年
6ddec482c903fcdf11c176d9e1bfc96c,艋舺龍山寺
544c5fa16d959c1d339965b022c41d2c,薩利赫有可能成為終身總統
23b8a1f4a68f2b54f347c27f22cc112f,淨加熱效果
2e7f25ca3e5dd813ff679895fc222f00,第十一屆全國人民代表大會第一次會議
3fe98ea987fe896467f1f43c51353a94,候車室
b464cabfa8bb33a51a2ebddddbfbb05e,1236年
72e628c8028edd410cca716d4898afb8,以色列
0820125d67cbe114e9fd104094330c7b,北京
0a9a7732402a9ff11fd5ac88b4a377c2,北德廣播公司
b2994907dbfe3e63967fc837e999e761,轄區遼闊
2c5ff1504e8daba4b36f42c3c94f60b5,圖爾戰役
838a0b17528f57956967923a4e9c4df0,中部
ee083f561e535832d18e3f0e98224ec2,空軍
4f8357bb126165070ee4436553651899,是腓特烈的狂熱崇拜者
7561101d64ece7eff60a2f3f5b9591d2,為了與中原的晉國爭霸
64a9236e9c2eeddc74c412b544cdeff3,馬克思列寧主義
f0d25276e28c3f82710343bfee476782,16世紀
b4405f9463b04c80bcaa2f66cac045b5,互不干涉內政
c19ec4cc31fec156fdded6c0ecd932e3,英特爾CPU
26a9eddd77f3a03ee85c3743e894a7cb,蒙古高壓
5c5eb80f85cee20963ccdb7ac75b56ac,修允
99eff919f80cb48c0b74fbf350afd265,白春禮
b4d3530eeaebf0e69cddc778d5582c85,任命產生
8415d22e361bfc911e8467a4c1950a33,愛爾蘭
fa95164d03beae6dd4f661cc22110508,激進伊斯蘭好戰團體
2041594c6a3513be6c0cc4fd56c402fd,圓山大飯店
14b44677bcbe07f6993fc691a2c40508,2014年
45cb832fcd1e82b8dd585408631216c7,2000年
b87145e58295c499bb028770ed9ad99f,中國共產黨第十四次
702b1080f94bf54018407dd8388527f7,旺旺中時媒體集團
c48bca4b7fc8933a4b51bd4220f5283c,2015年
8de7618233dc57a89d4eddcdf64a4611,斐迪南大公
dfaf28d5ada2fc197ac8a074b1db9b27,美墨戰爭
cd98c5b46083a79573ff98b5bae4bd5d,二戰
0ccbe6b413b0c903ccb8afb856aec770,「波蘭口袋」
f78eb850d37ff1a3ddc49396f9dcf3ff,拉維納
252ebe51c50298bf3f9943ae6d732a6e,兩次國共內戰
8f86b10e77d7a7451850be35fb8bac46,普羅語言
8837cb17fe18bcee7f9bb14df4709d72,溫室氣體
318ac659dc7b4a2681228cdd5cb30458,喜悅之情
a5bccbe8d68451aa02fa2027c09e8da1,聯合國
7017f43e4307193c1166d21bc77dc6bc,自耕農轉變為產業工人
f788a15b8bd4d5c3e1dd7b334a9e7ddf,《國際歌》
953efc7169ce38c69e48661285e7f06b,曹丕
9af2598aae0ad142fc5e70958227728e,1954年
3277a03d91da4758599660ffb2d80d08,仰韶文化
aa9a92825936e5e619f01e99eda22271,東部老鴉峽
0a7a78d9a5a7b124712f68f38a5aed30,1996年
e08a8e6730daf03780bfb464e4d8b3a0,美元
89167ddc7fb75f9b28ac877bdae8e56a,1999年10月
376601e3d6bd3e6fd4000417deacd692,素歌「實用歌曲
66f8e890ec9357cb5220b4b864d18421,高畫質電視
5d4a0c66796382991eb339a03ead28fb,奧迪
a4d3f11fc1e590d7e38000e176413ce9,孟德斯鳩
de2dce9a03944c8be289a4e0a4b101c8,憲法
6f6ebf3abc34388811b1837ad1691d3b,負責管理幹部
97ef49cbc3bda890c9d0463a93dbe51a,大都
d0b226827a72b54fa5ef8e2a513341af,豐臣秀吉
37e11b15bb7800ac514f6c90812a41ca,1970年
0633785aacdc60c6895f46da707c3553,信箱技術
1ad9bf3b2d0bf927ca9d515ddb6f2c01,二二八
21010ef51ed3d27ebeeff319533c9d42,江南水鄉
99921c937954fadb79ee4aead7f2ff1c,中國
3459bfc009b0f32b6c0ac46c4b1e15dc,紀錄電視台
88ce155b34bdebd8a4cb2d81f3f77b81,威廉馮洪堡
fdf95a03c3a0dc2d197e01384f89d791,格魯派
332f95e64433679a33fe4d9fef5dcbd2,東晉
575d9443ff5002c73cd376dcb0149d10,19平方公里
bceda5a594e9585b5629703dbf6ad0a1,2008年
5b9bc9f71707d5c5e8962478ade7e356,下薩克森邦
d9df7b0aa581e16a178240193fcd863d,周恩來
19b9570b1821cea7fd33fec21d129f04,讀賣新聞
fa7562f2f6548749462bfbb5ed301fcb,曹魏
8b2b0daf4f23ec81a4b2540bc460b561,發展中國家
5ada5e61af399bc2b2730f4dc95c9002,東正教
da4b37242910e301c4221ec5fdd015e4,建元
ab31403baa79ccc210fca277e338f472,雲主機
4918e760f58637d729ac72ddbcb7ad6b,接近臺北市的地緣因素
abc5626667d2caab09dd222dd3715825,香港兆基創意書院
318ab1cdf5be394164e5a4278007f04e,1995年
9b0de5385dc3894db35a95be0cfba3e9,烏克蘭族
20301e96ff2e23bf6bbeeec6fe676887,1947年
91fa59f4238f36d93ca5048293db241d,劉延東
2b074424840343da2710b2c8b3078f11,2008年
e4609bbbeb0d6e0207360c24236bbd0b,1899年
4950440b52a8ad7f4e56d5d6fad85816,如果恐怖襲擊事件受到任何國家的指使，將視同對美國的軍事襲擊
f4a5a12a9808a56780fa46b608d7f9ac,吳派
ecabf598b2121f9d0066ff60cf334d8b,德國
98cc5d4f5e5ff95ea70e01ee4fa25788,太平經
73ca9ffb3225943ad73e71d1062e5403,宋禮
7e2530c2c81f7637107ed43c8596e593,渭水
2643f0be11d42c0fac7016afde854a7b,17.2度
cbf4f963d9bcdb5c95d5ef3c5047c7c5,兩次世界大戰
28ffa27145c72fbbdb4de38b9c83c95b,香港
fb3d1f5b96d668f44907c362b892377d,鄂霍次克海
332e5f2f5fd8b03af0e7de18fb670dd0,魏晉孚
417f82e2ed63aefd0b3457812c45b7cd,文化大革命
dd5e8e6f245a317b9835e10e7b66ed29,美國
adb667410161ffa194f35ba0f5f76e49,巴西爾二世
15946ddde65910e31d4555b29ad3b79b,波比·霍克
1ad9454b147815250b5c54a309e7a19c,《銀河英雄傳說》
646adfc28a4516d5c1eb43cdcffae6c4,習近平
24dfcfd98f3760505d78a133e975d250,巴黎和會
e92e938f307dbfda6d353e4b5cadc90f,憲法
499ddb111f159754c523173e482ed060,專有軟體
757ca9a2ecc4eb540312482be3f725ff,擅下圍棋，同輩中無人能勝
88bb847fc0d8c52ca5c499103ef3fbba,中國科大
8d50a1230e8d99f765ecc4159aeea829,道教
69f16dd1205f43e46d88905c33c3de70,176個
eb12a711580c7043aa13d9c54ec4bc18,1970年代
9199b8238ee09d6e05eb49314839a162,30個
085c62f0c8df1667989c73226d17749d,東京
ef757112dd1cf92a6b060c2ae95bae3f,阿德里安堡戰役
5a86d7575b1802ae2c369373c1ceee4c,資本主義
502360561225a15419eea321b0aff5b9,中西部
610aafd57a686c6955c32c4e43ede81d,日語
bd27c2667d7a1d150a6938682c747949,熱帶魚類數據
737167eb63334dd186d8caec177273d8,經濟
bdb2edfc5ebc76530aee2fae3bf0485d,2016年
968fdf50ea0dad19d145f9941ae52fe0,1887年
23dbeca9ab7a0b2eb2e893bf22dc50fb,瑪莎
3560df20d938f89d961914687a79eb21,世界摔角聯盟
e7fb8f852d69aacbf2698dbe848f0035,諸葛亮
7fba9e5872a26cd796c9ccc768108195,1930年
6512f10d5f0fd051276bc2b6fc3b0070,八小時
80efaf7b5940538e207b16605eeed09d,過度放牧
dbeefd744a456851a772c1e4cf7e7928,第一次世界大戰
1d1779f3cdd123f0229154163d057fbe,坎尼會戰
ad3b9928c9894482330b59a17de095f1,《中華人民共和國憲法》
1debec4936f773b9795fa8ab524c6510,2007年
adf053441514f62bda22dcf11ddcee0d,仁川港
6375075a3144ed2089e847f415ea5b57,上新世
e5733a1727de681ebf26c6cd1777df99,地理事件
09dd54bdb0a6f6971786967f15f0d92d,小泰國
812028b1c832259b64eaad14d6f877cb,四百倍
2f3b65a8ea1ea0f437ce5710e66af65e,自由貿易理論
0345575cd4491d0d28a55c5731868bef,1962年
c9f066bcb9bee96e2361652d5418e9e9,標準解析度電視
0afd046f2293f688b439d7b82c65d369,黃巾之亂
c795f9588755c6cb479c51a55d247621,居民生活在有污水處理廠的地方
bdd9d83094c9e235d06b8edbd6ad050c,中共中央黨校
b7ef9146158c9eda1d3cc6d05f69d38a,飄色巡遊
c86add29727fba5c48a17d82a86fc160,戰後諸侯國自立，其內部分裂變成不可逆轉
0086d9f555cc696f5c57b64cdfd000b6,不大
a1b38f847eea129d3994ba6e325be05c,專賣局
ea2bc8b15ca3a1702fe296e8721ed2e6,經濟制度
4f6386175a929643aaf89d4b83afd1f6,2010年
2b143c82f4da0610b3a10cb3bb77f9f6,一個國家對其管轄區域所擁有的至高無上的、排他性的政治權力
f25d82bf05e7967f4b1e25055637aaf0,虐疾
f364c13462ae662e1166472503df2283,俄國
86d5f44d277293646e2c489436d7a0f9,保持與政府的相對獨立
d559103ccb00e5d8023c42138b6b1fb9,1952年
ad5aa8e08de48d830c836ee1e16d2e72,香港
049d0325275ddd78e80d848379b2f084,文化大革命
7578dd076735ef0d7569dac882047990,台灣日治時期
dddec5e0a9ca0b53681bcc73ff7ed4f9,孫權
8fa84c0da6b7f1468a463578fe0532a1,漢廷因黃巾之亂而授權地方平亂
7ccc87b0bf8d9a6156491e812fb15f3a,塞拉耶佛事件
0de302c3bafbb127d8f05fbe39c9bce5,人口最多
e39bc7b384797d19d50d7ad2d5594e4d,1903年
c02a89e641fd280abca86cab1490924a,2000年
d9901d283f4712a8452c0b26a3ee3c5a,1949年
14946d3c8b8d31686370cae9bac997a0,「最佳樂團獎」
778565df6dd808f43fa146bb2c962171,十七屆
6277376f3505cf035eda5b89f429b8d9,荊州
72e352810328f000fe4c01f063778520,第48個
e392860be2bbdef30aeb7eccd7875b1c,神聖羅馬帝國
4754037febd8c7944eb4631de32d4a28,中國菜
6386cdaaece3f219330e16fe925b11a3,1901年前後
0e12523163da95a48d6e946074d5a75f,2012年
5908a7bca8affcf92c1f8b033d755732,南京富貴山
879f88baa4aeb560ea818adf806a0212,乾燥大陸氣候
655e08fe431810792721345d4195dc51,中國科大
73c23f7ce7450af373b7af6559775ba8,人文主義
15b783d40c78e243fa73ea7a8dbf752c,少年班
46d512ce4709868412cc648b76399acb,川水河谷盆地
8e943428548903c45d1f7a46b55d5ff3,《時代》雜誌
f4c8bcff7794cd0aaa2637d3abc7147e,勞乃宣
80f60b85586b1412d498a1d7464860ff,新教
1438c206526cdc94196c330bf5b4e78d,阿拉伯人
1ee71751813438f2e1a3b1859082368f,西南四省
80a2db62d58261c5d8fae92634dec3ce,名教出於自然
4693f998f706e4c31093a83805f24b58,中國是戰勝國
fd202785a77ee5ba8df15dc6cd38fff7,政務院財政經濟委員會
92f279734a41059c82e47791f2a6f348,美國伊利諾伊大學超級電腦應用程式國家中心
1317ce01949812a00cfe1d47d05bc959,五十周年校慶顧問委員會
01cb98c3b88b5597bb149ba6956172cb,司馬相如
2564de978150f93bfb9d7e325c6cbf8f,1949年
0ca85a84f55767db91456c5deba70db0,副書記
07ffc0470d95db8a3f009ea4584778f9,1763年
51943c6b0556826df8101010451536a7,1992年
d070d4b6da040d2ebe48b531b257f36a,1970年代的末期
8cfa63f66593156cb75a4677864a6f90,10拍位元組
3725986e0f1ccd82f19ae715166584d2,議政參政
cb60ae8397871a2b8690f3b16e7b3def,「警察」
8d2b0d43f78bb107ba0426ad78092fa5,第二部分
52293894a038182e6ff9b5c90bc21f8e,阿布·伯克爾
6ba74907ba9efabe9587f2237d364116,城市
261687bdb03ec8006e1499d255e843c9,央廣
291584d2fe5f1154a2783227839f80dc,1990年
a2ee81d55621bfa86d21729943438a9e,設計
38a93c9f00a9aaf27b183e37c8b53887,相同方式分享3.0版協定
6e8a5a3af46ec595096c620041df0ad5,個人財產
98bf7f1133a79bc191816ddc88518c52,傳送的電視訊號能達到的解析度高於傳統電視訊號所允許的範圍
1a19e07926d190cada49d7d14c3d9b73,18個
403cc5f3284ed862fd8ad40457f19574,2017年
dae61b90b1d37b371b013504a305b24d,蘇聯
14b8a6729d187803668542563fce1629,國術
ed572b0a45e270347b89f8419b20d76a,美國
eb2700f886ad027213ed15dc23b6a8b1,2006年
d62cd8a030fb4d5ac86e338361bd9f44,新石器時代遺跡
26154a720a624a6cafa11cec10ff4764,官富鹽場
817e2b56b4e693309cf2f79ae34573b9,以準備計劃中對英國本土的入侵行動
d146a957882a81a99ab2288dcf72e735,北伐失利而罪責眾人，大失人心
6f6ffe96a69e92e3dd67ab7f1629b59b,五言詩
5ad13030635db71dbbaf2b5785b2e1f1,1973年
fda9e17a50399aaa4b4bca150dcb3aac,總部經濟區
56ff9dfa1c9d0a3bf4b6c36940dfcf86,英國
062eba05b8ba55522042d511c5b0a5b1,五年制本科學制
9798038503d371250561d8ad750128e4,《克洛斯特－采文協定》
01b3c1ca4a70aa7396effd6168708607,秦漢
40db2809cbafc5d75a999363a78569c0,20世紀初期
0d3265e67b8199b374a6e155ff47ccc6,1962年
3a67a74e14d5c939ed21fff2c4d1b72c,老人河
e6afdcb0a43da9c3fc49455cfa206e7d,通過兩個檔案資料中心協調
af097cc454fa3b21ae11698173009fa8,倭馬亞王朝
d4ed10ae165c464a99effcedd54a504f,2008年北京奧運賽事
5cc271d96004f17051a4dd5da54f1565,漢少帝
41e69c40d666c46cbe8604a60eca1a4b,1756年
637474588f0b082087d5713c1b0b73c9,將使館遷至亞丁
f6349b15e9f928ae0f579c93253dba92,海軍機關辦公樓
a8d650f07a805adf41a588094539b758,西高東低
12490c85af51824e52773b82576d16da,《後青春期的詩》
ccc9148349c1d24f735e0e8040c3b03c,國家通訊傳播委員會
bb40ba8d52f225d4bc19a359977ac746,京都大學吉田校區
459338c0f133c6f2a9ea82ace25a191c,東漢
38842f4d8059c291d2e74b5d10e38a3c,1966年
f5b0f17dd1fd3365037093b910888233,瓦德西
703e4d4aa523ad94e2fcd354de4ea6cf,第120師
0d2b44389f4e675eaac75682391a87ab,人民海軍向前進
a0143d7476f0c6ba2cc1b9c945a54b15,長官公署
c26efd6223e83cca0cd4259dff563f26,英鎊遭到擠兌而無法兌換黃金
3b96d5391ac0d72fd5f699f237e741ca,喬治亞州
913282d9f80f37aab3b24a9a326060d6,下薩克森邦
04e6d4bb2e56245b916133baf574cf55,西德公民被允許通過東德交通往來西柏林
46771dfcfc591d288f20fb748a6ead8d,粵劇鬼才
d7156e77790deb91567290e893abdafa,1999年
7aed5057d526f58030a6587912c586fb,劉琦
687d5d5523671caee37e6d7c05358d5c,它是大多數車間的溫度
3b6a3a5d28a792ca73bfdadf302b6e66,哈迪
385902b47d567f82b0cecf15aff762a3,第三派
7e7694b3fc705eec29a437e0a2e09480,儒學興盛
ef0d3541641144ad3aed3d1d753fafeb,湟水縣
c3982ec232c0565daabcb92499696220,1940年
9b5e0c5c77551752d238375b220eb6f3,《義勇軍進行曲》
b80b24cfca6568c54ace7568a516f01f,制止軍隊和警察濫捕濫殺無辜
632d4120e033fdf40c5e12f92dc1be9d,鄧小平
070d9d45a4937fa87ab966d841c064b7,藍尼·威肯斯
eac82e755febfa0e76585e7c93686c0a,首爾
0523a22746a9dc634bbeff45ffb593b1,艾塔斯卡湖
5b2d10c5f34cdcd3c681960263787a8e,遵義會議
1431ab4b2bbbb750e2c99038b3305181,2012年
919659f6afd39af8fd0768765121f7f9,四月
4b89d9ee2094ab7daeb923778eff867f,1992年
aadf4f3709b74b9468c91a252b590647,6個
48bbc8b59f8900d9bbdd4f69505f3d8f,劉璋
80120cf44a91ae27a44f6b34e9d1064c,紐約時報
211b6b30ad78b7f338ea89db308ac8d9,國標號
aa16d1e55f75680128f5440f1b7b6fd2,天王星
37cbd0632d9f9d1be84631662684e592,丹佛
aa509647614b070a673a71a5b8ba7b0e,全國人民代表大會
4e65b480fe1b2efc822ffa2673993a10,邊境問題
489b307ac66bc5a695293bd8b0f3b874,1998年
5f85fbdf04c1c384225faeaa6c83b79f,1915年
0084b93f77a45e8d4b27cb7a9b6ec13c,類固醇
